City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Ostersund,SE,2020-08-22 23:57:36,63.18,14.64,57.2,76,45,12.75
297,Dingle,PH,2020-08-22 23:57:36,11.0,122.67,82.13,80,98,1.74
298,Mahon,ES,2020-08-22 23:57:37,39.89,4.27,75.2,83,0,5.82
299,Kapuskasing,CA,2020-08-22 23:57:37,49.42,-82.43,71.6,56,75,4.7
300,Nardaran,AZ,2020-08-22 23:55:47,40.56,50.01,66.2,82,75,29.97
301,Novoagansk,RU,2020-08-22 23:57:37,61.94,76.66,45.95,94,0,2.39
302,Metkovic,HR,2020-08-22 23:57:37,43.05,17.65,71.6,78,0,3.36
303,Cacu,BR,2020-08-22 23:57:37,-18.56,-51.13,65.17,54,96,1.34
304,Pisco,PE,2020-08-22 23:55:16,-13.7,-76.22,62.6,77,40,13.87
305,Korla,CN,2020-08-22 23:57:37,41.76,86.15,82.0,60,2,4.34
